NAME,ALIAS,CREATION_DATE,ADDRESS,TYPE,WARD,SECTION,COMPOUND,OWNER,MANAGER,WEBSITE,FA_NUMBER,FA_TAG,DDM,DDM_TYPE,DDM_NAME,DDM_TEXT,DDM_PHOTO,CDBG,LWCF,WATER,MOWING,CORE_SERVICES,CartegraphID,ActBefore,City,ConditionGroup,County,CriticalityFactor,CurrentInspectionID,EstimatedCCI,EstimatedCCR,EstimatedOCI,EstimatedOCR,Installed,Jurisdiction,LocationDescription,Notes,PredictionGroup,Replaced,Retired,StateValue,Street,TotalCost,Acreage,Acreage_unit,ADACompliant,AddressNumber,Name1,OperationalDays,OperationalHours,Type1,CurrentInspectionDate,CurrentInspectionOCI,CurrentInspectionOCR,CurrentInspectionNotes,cgShape_Length,cgShape_Area,created_user,created_date,last_edited_user,last_edited_date,ZIP,ImpactFee,Account,Spraying,Trees,GlobalID,OBJECTID,Shape__Area,Shape__Length
Anklam Wash,,1988,W Speedway Blvd and N Greasewood Rd,Undeveloped,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Anklam Wash,1/1/2047 12:00:00 AM,Tucson,Park Sample,,1,,63.45,Good,63.5,Good,1/1/1988 12:00:00 AM,,Wash NE of the corner of Speedway Bl and Greasewood Rd.,,Park Sample,,,,W Speedway Blvd and N Greasewood Rd,449.17,3.97,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,9f8420f0-efe0-43a4-8b7d-a68dd6fefe50,169,172805.155090332,1766.94492325124
Painted Hills Natural Resource Park,Tungsten Ore Mill Site,2010,W Speedway Bl and N Silverbell Rd,Undeveloped,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Painted Hills Natural Resource Park,1/1/2069 12:00:00 AM,Tucson,Park Sample,,1,,85.45,Excellent,85.5,Excellent,1/1/2010 12:00:00 AM,,,Location of City of Tucson former tungsten ore mill.,Park Sample,,,,W Speedway Bl and N Silverbell Rd,1191.11,30.17,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,1eb540a6-cabc-4a0a-b259-bd28f5a6d3d0,170,1314025.77166748,4787.83920644141
Alamo Wash at Valley Ranch,,1999,3000 N Valley Ranch Rd,Undeveloped,2,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Alamo Wash at Valley Ranch,1/1/2058 12:00:00 AM,Tucson,Park Sample,,1,,74.45,Good,74.5,Good,1/1/1999 12:00:00 AM,,NE of Fort Lowell Rd. and Swan Rd.,,Park Sample,,,,N Valley Ranch Dr,278.13,0.31,,0,3000,,--,--,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85712,C,6383,,,ab47cd95-ee2d-4457-b826-ada17198ca88,171,13625.7682189941,1745.19030236119
Hidden Hills Wash at Harrison Estates,,1948,E Speedway Bl and N Harrison Rd,Undeveloped,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Hidden Hills Wash at Harrison Estates,1/1/2007 12:00:00 AM,Tucson,Park Sample,,1,,23.45,Fair,23.5,Fair,1/1/1948 12:00:00 AM,,,,Park Sample,,,,E Speedway Bl and N Harrison Rd,69.66,3.07,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,96f01ef7-a4ae-4d1e-9e1a-f760a59d3847,172,133560.21484375,2668.99484447243
Groves Undeveloped,,1976,S Prudence Rd and E Poinciana Dr,Undeveloped,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Groves Undeveloped,1/1/2035 12:00:00 AM,Tucson,Park Sample,,1,,51.45,Average,51.5,Average,1/1/1976 12:00:00 AM,,,,Park Sample,,,,S PRUDENCE RD AND E POINCIANA DR,2038.97,7.75,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,89a20127-d1df-44c4-9c80-27a03aa9556c,173,337796.899749756,4961.78249424418
Robert A. Price Sr. Park,,2006,7001 S Wilmot Rd,Undeveloped,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,,,,1,Park Name,Robert A. Price Sr.,,,0,,,None,0,Robert A. Price Sr. Park,1/1/2065 12:00:00 AM,Tucson,Park Sample,,1,,81.45,Excellent,81.5,Excellent,1/1/2006 12:00:00 AM,,S Wilmot Rd between the Julian Wash and the Union Pacific railroad.,,Park Sample,,,,S Wilmot Rd,941.52,43.12,,0,7001,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85756,C,6383,,,abb4a6a4-1a87-4667-b0d6-800025d3d764,174,1878109.46499634,6711.74031321848
Julian Wash at La Estancia de Tucson,,2000,S Wilmot Rd,Undeveloped,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Julian Wash at La Estancia de Tucson,1/1/2059 12:00:00 AM,Tucson,Park Sample,,1,,75.45,Good,75.5,Good,1/1/2000 12:00:00 AM,,,,Park Sample,,,,S Wilmot Rd,350.8,1.37,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85756,C,6383,,,dfe9959d-9751-4c5f-bdaf-94f973ef7092,175,59768.5792541504,4181.51025104591
Silverbell-Goret Undedicated,,1930,3098 N Silverbell Rd,Undeveloped,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Silverbell-Goret Undedicated,1/1/1989 12:00:00 AM,Tucson,Park Sample,,1,,5.45,Poor,5.5,Poor,1/1/1930 12:00:00 AM,,,,Park Sample,,,,N Silverbell Rd,316.6,73.11,,0,3098,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,A,6342,,,29af484b-21ed-4229-9a74-cfffeedc2247,176,3184578.74499512,9318.94582656458
Rodeo Wash Greenway,,,S 12th Av,Undeveloped,1,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Rodeo Wash Greenway,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S 12th Av,3157.34,4.67,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,0b11b694-1d1d-4b25-844e-9b9d46ac2857,177,203282.561309814,3931.1758056774
Railroad Wash Greenway,,,S Kino Pw and Railroad Wash,Undeveloped,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Railroad Wash Greenway,,Tucson,Park Sample,,1,,,,,,,,S Kino Pw at the Railroad Wash south of Broadway Bl,,Park Sample,,,,S Kino Pw,332.72,0.22,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,B,6342,,,d78fb174-6c54-4546-9b16-827bc2195cd7,178,9367.02590942383,526.272836991231
Silver Creek Greenway,,1997,W Silverbell Tree Dr,Undeveloped,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Silver Creek Greenway,1/1/2056 12:00:00 AM,Tucson,Park Sample,,1,,72.45,Good,72.5,Good,1/1/1997 12:00:00 AM,,,,Park Sample,,,,W Silverbell Tree Dr,631.46,1.38,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,A,6342,,,5eb22630-be8b-411d-be78-18d99cf27373,179,60073.2428894043,2638.20411924876
Painted Sunset Greenway,,1999,W Painted Sunset Ci,Undeveloped,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Painted Sunset Greenway,1/1/2058 12:00:00 AM,Tucson,Park Sample,,1,,74.45,Good,74.5,Good,1/1/1999 12:00:00 AM,,,,Park Sample,,,,W Painted Sunset Ci,309.11,0.64,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,A,6342,,,03ea8297-3676-4b81-98bf-9e549a0ab2aa,180,27740.2712097168,1262.1844236483
100-Acre Wood Bike Park,,2020,2801 S Alvernon Wy,Metro Park,"4, 6",2,Freedom,United States of America,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/100-Acre-Wood-Bike-Park,,,,,,,,0,,Potable,None,5,100-Acre Wood Bike Park,1/1/2079 12:00:00 AM,Tucson,Park Sample,,1,,95.44,Excellent,95.4,Excellent,1/1/2020 12:00:00 AM,,S Alvernon Wy and E Golf Links Rd,,Park Sample,,,,S Alvernon Wy,6104.33,99.48,,0,2801,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85707,"B, C",--,,,20c04697-a23a-4352-a6fc-2ae7eaca46d7,181,4333437.36276245,12950.4367174
Health and Heritage Trail: Jefferson Park,,2020,1000 E Grant Rd,Neighborhood Park,3,2,Reid,Tucson Department of Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Health-and-Heritage-Trail-Jefferson-Park,,,,,,,,0,,Potable,None,1,Health and Heritage Trail: Jefferson Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Grant Rd,6677.96,3.84,,0,1000,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6343,,,9575c9c6-7b32-4dc2-a424-2968d42bd31f,182,167092.493804932,3928.33045329625
Barrio Nopal Park,,,329 E Elvira Rd,Undeveloped,1,1,Mission Manor,Pima County and Sunnyside School District,COT Parks and Recreation,,,,,,,,,0,,,None,0,Barrio Nopal Park,,Tucson,Park Sample,,1,,,,,,,,Elvira Rd. SW of Valencia Rd. and Nogales Hwy.,,Park Sample,,,,E Elvira Rd,2177.48,5.72,,0,311,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85756,B,--,,,a8d1bb7a-dedd-4b05-a2f7-1a8a3819776d,183,249359.451782227,2327.76366973022
Alvernon Park,,,701 N Longfellow Av,Neighborhood Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Alvernon-Park,,,1,Park Dedication,Jeffrey H. Ross,,,0,,Potable,Contractor All Inclusive,1,Alvernon Park,,Tucson,Park Sample,,1,,,,,,,,NE of Alvernon Way and 5th St.,,Park Sample,,,,N Longfellow Av,41619.64,3.84,,0,701,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,74806e69-61ec-4afb-9213-3bdb8c4cf8d7,184,167186.4949646,1746.34164477202
Anza Park,,,1000 N Stone Av,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Anza-Park,,,1,Park Name,Juan Bautista de Anza,,,0,,Potable,Contractor All Inclusive,7,Anza Park,,Tucson,Park Sample,,1,,,,,,,,SE corner of Speedway Bl and Stone Av.,,Park Sample,,,,N Stone Av,69646.02,4.35,,0,1000,,Daily,7 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,B,6342,,,755e9f1b-518a-4372-90d2-996eca715f0d,185,189528.823242188,1743.16838320626
Cherry Avenue Park,,,5085 S Cherry Av,Neighborhood Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Cherry-Avenue-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Cherry Avenue Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Cherry Av,34950.84,4.99,,0,5085,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,1709ae7d-3d88-4877-8e55-020850e71c4e,186,217258.715240479,1940.36318572366
Chuck Ford Lakeside Park,,,8201 E Stella Rd,Metro Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Chuck-Ford-Lakeside-Park,,,1,Park Name,Chuck Ford,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Chuck Ford Lakeside Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Stella Rd,264194.52,49.82,,0,8201,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,61a58acc-d7d8-4841-a9ee-1e14dac87da5,187,2170334.83065796,8367.32474886208
Francisco Elias Esquer Park,Mini Park #4,,1415 N 14th Av,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Francisco-Elias-Esquer-Park,,,1,Park Name,Francisco Elias Esquer,,,0,,Potable,Contractor All Inclusive,1,Francisco Elias Esquer Park,,Tucson,Park Sample,,,,,,,,,,,,Park Sample,,,,N 14th Av,38016.58,6.29,,0,1415,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,f4ea51de-67c1-43d8-a88c-5201fca9795a,188,273979.401824951,3164.97322640922
Freedom Park,,,5000 E 29th St,Community Park,4,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Freedom-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Freedom Park,,Tucson,Park Sample,,,,,,,,,,,,Park Sample,,,,E 29th St,356536.49,39.06,,0,5000,,Daily,Sunrise-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,C,6383,,,831ec67e-2ba1-4113-9e44-625e0d8b17f3,189,1701466.690979,5221.40380925207
Gene C. Reid Park,Epes Randolph Park,,900 S Randolph Wy,Metro Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Gene-C.-Reid-Park,,,1,Park Name,Gene C. Reid,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Gene C. Reid Park,12/27/2080 12:00:00 AM,Tucson,Park Sample,,1,,81.53,Excellent,97.4,Excellent,,,,,Park Sample,12/27/2021 12:00:00 AM,,,S Randolph Wy,1209473.05,156.16,,0,900,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,299ebc1f-1d82-4c01-8850-f82f44008e1d,190,6802508.98040771,10392.7428738209
Himmel Park,,,1000 N Tucson Bl,Community Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Himmel-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Himmel Park,,Tucson,Park Sample,,,,,,,,,,,,Park Sample,,,,N Tucson Bl,230666.21,25.43,,0,1000,,Daily,7 a.m.-10 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6324,,,a0988dfc-5db7-4a42-abf4-ea1598b9a7d5,191,1107638.06893921,4342.22102984285
Jesse Owens Park,Pantano Park,,400 S Sarnoff Dr,Community Park,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Jesse-Owens-Park,,,1,Park Name,Jesse Owens,,,0,,Potable and Reclaimed,Contractor Mow Only,7,Jesse Owens Park,7/28/2078 12:00:00 AM,Tucson,Park Sample,,1,1,79.79,Good,95,Excellent,,,,,Park Sample,,,,S Sarnoff Dr,555209.86,38.12,,0,400,,Daily,6 a.m.-10:30 p.m.,,7/28/2019 12:00:00 AM,100,Excellent,Inspection complete. No problems found,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,278c2dab-bca6-422f-9af2-630cf17e094a,192,1660609.50881958,5872.66728522255
John F. Kennedy Park,,,3700 S Mission Rd,Metro Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/John-F-Kennedy-Park,,,1,Park Name,John F. Kennedy,,,0,1,Potable,Contractor Mow Only,7,John F. Kennedy Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Mission Rd,479011.29,162.72,,0,3700,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6342,,,6e2d1311-5070-4fce-99d5-bc278b7016f6,193,7088011.17669678,17948.5402778194
La Madera Park,,,2700 E La Madera Dr,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/La-Madera-Park,,,,,,,,0,,Potable and Reclaimed,Contractor Mow Only,7,La Madera Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E La Madera Dr,102220.69,5.84,,0,2700,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,47ff633a-60b5-4725-ba1f-0d7a2a3104f4,194,254446.080322266,2025.13926610855
Menlo Park,,,325 N Grande Av,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Menlo-Park,,,1,Park Dedication,Edward Moreno,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Menlo Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,N Grande Av,85176.54,10.83,,0,325,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,845a3073-5d46-4507-b1be-038059549af7,195,471579.321350098,3897.88016008493
San Juan Park,,,1665 S La Cholla Bl,Community Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/San-Juan-Park,,,,,,,,0,,Potable,None,3,San Juan Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S La Cholla Bl,20787.43,36.28,,0,1665,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6342,,,9755b33d-24d0-499b-bb9b-bedd6946785d,196,1580299.56945801,5035.86756846895
Loma Verde Park,Sears Park,,5901 E 14th St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Loma-Verde-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Loma Verde Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E 14th St,44853.54,9.73,,0,5901,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,ac99abde-8a63-4374-81d4-e711c10a55c8,197,423740.236663818,6922.25120108001
Verdugo Park,,,902 S Verdugo Av,Mini Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Verdugo-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Verdugo Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,S Verdugo Av,17719.3,0.78,,0,902,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,39eec06e-d2bc-4668-8684-1ca9f261397a,198,33933.9752197266,932.385867320101
Intermountain Sensory Park,,2020,N Commerce Park Lp,Undeveloped,1,2,Santa Rita,COT General Fund,COT Parks and Recreation,,,,0,,,,,0,0,,None,0,Intermountain Sensory Park,1/1/2079 12:00:00 AM,Tucson,Park Sample,,,,94.93,Excellent,95.5,Excellent,1/1/2020 12:00:00 AM,,,,Park Sample,,,,N Commerce Park Lp,1073.54,1.17,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,--,,,c03620db-7307-4e0e-968c-4cb82ef1351f,199,50959.2868041992,1022.60364981914
Seneca Park,,2020,3701 E Seneca St,Neighborhood Park,6,2,Reid,Pima County Regional Flood Control District,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Seneca-Park,,,0,,,,,0,0,Potable,Contractor All Inclusive,1,Seneca Park,1/31/2079 12:00:00 AM,Tucson,Park Sample,,,,95.53,Excellent,95.5,Excellent,1/31/2020 12:00:00 AM,,,,Park Sample,1/31/2020 12:00:00 AM,,,E Seneca St,4876.69,1.11,,0,3701,,Daily,7 a.m.-7 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,c49ab6fb-96a9-4835-ba77-4456fd55d287,200,48480.4108886719,894.326118562839
El Paso and Southwestern Greenway San Cosme,,2009,W Cushing St to W 18th St,Greenway,1,2,Santa Rita,COT Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greenways/El-Paso-and-Southwestern-Greenway,,,0,,,,,0,0,Potable,Contractor All Inclusive,1,El Paso and Southwestern Greenway San Cosme,1/1/2068 12:00:00 AM,Tucson,Park Sample,,1,,84.45,Excellent,84.5,Excellent,1/1/2009 12:00:00 AM,,,,Park Sample,,,,,10046.46,3.39,,0,,,Daily,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,f39ea71d-e05b-4657-872b-8d630756ea2f,201,147722.472198486,4328.6755924776
Richey Park,,2020,1508 N Richey Bl,Mini Park,6,2,Reid,Pima County Regional Flood Control District,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Richey-Park,,,0,,,,,0,0,Potable,Contractor All Inclusive,1,Richey Park,10/1/2079 12:00:00 AM,Tucson,Park Sample,,,,96.2,Excellent,96.2,Excellent,10/1/2020 12:00:00 AM,,south of Catalina HS on Richey Blvd,,Park Sample,,,,N Richey Bl,3344.85,0.33,,0,1508,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,604a1c7e-6902-4b6e-ab72-cf639c161e1a,202,14183.886138916,476.596466795195
Catalina High School,,1988,3645 E Pima St,School Park,6,2,Reid,Tucson Unified School District,COT Parks and Recreation,,,,,,,,,0,1,,Contractor All Inclusive,1,Catalina High School,1/1/2047 12:00:00 AM,Tucson,Park Sample,,1,,66.91,Good,63.5,Good,1/1/1988 12:00:00 AM,,,,Park Sample,,,,E Pima St,32181.78,3.85,,0,3645,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,a0358050-4802-482a-8629-89eefd8f02ab,203,167846.971099854,2988.98432273576
Paul K. Allen Hall,,2022,1710 E Silverlake Rd,Maintenance Responsibility,5,2,Reid,City of Tucson,COT Parks and Recreation,,,,1,Building Memorial,Paul K. Allen Hall,,,0,0,Potable,None,1,Allen Hall Complex,,Tucson,Park Sample,,,,,,,,,,E Silverlake Rd east of S Kino Pw,,Park Sample,,,,E Silverlake Rd,9298.58,3.49,,0,1710,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,,,,3940dd85-dd01-447a-8183-f25b94be6dc7,204,151921.284210205,1750.20242942469
Cushing Street Skate Park,,,700 W Cushing St,Undeveloped,1,2,Santa Rita,ROW and State of Arizona,COT Parks and Recreation,,,,0,,,,,0,0,,,0,Cushing Street Skate Park,,Tucson,Park Sample,,,,,,,,,,Under I-10 lanes at Cushing Street underpass,,Park Sample,,,,W Cushing St,58.54,0.4,,0,700,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,"A, B",,,,924c615e-a45f-48c2-9830-91f3d76b89bd,205,17585.6136474609,643.253160661253
Father Kino Park,,2023,1689 E 15th St,Mini Park,5,2,Reid,COT Department of Transportation and Mobility,COT Department of Transportation and Mobility,,,,0,,,,,0,0,,None,0,Father Kino Park,,Tucson,Park Sample,,,,,,,,,,NW corner of S Kino Pw and E 15th St,Maintained by DTM,Park Sample,,,,E 15th St,566.27,0.8,,0,1689,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,B,,,,630ad5a5-c6f7-446f-821d-05ab951b416d,206,34936.3532714844,885.401949107824
Burns Park,,2023,4717 E Burns St,Neighborhood Park,6,2,Freedom,City of Tucson,COT Parks and Recreation,,,,0,,,,,0,0,,,1,Burns Park,5/14/2083 12:00:00 AM,,Park Sample,,,,99.81,Excellent,99.8,Excellent,5/14/2024 12:00:00 AM,,N Swan Rd south of E 5th St,,Park Sample,,,,E Burns St,12123.54,1.5,,0,4717,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,,,,bdaa9c71-74e7-4ff7-b071-0b4503cc074b,207,65392.3413696289,1345.42344410959
Utterback Middle School,,2024,3233 S Pinal Vista,Undeveloped,5,1,Mission Manor,Tucson Unified School District,COT Parks and Recreation,,,,0,,,,,0,0,,,,Utterback Middle School,,,Park Sample,,,,,,,,,,,,Park Sample,,,,S Pinal Vista,67.41,9.71122834,,0,3233,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,,,,0a5f2394-b0cf-4db6-8b9e-f504031bf5cb,208,423021.10635376,2773.63103493609
