NAME,ALIAS,CREATION_DATE,ADDRESS,TYPE,WARD,SECTION,COMPOUND,OWNER,MANAGER,WEBSITE,FA_NUMBER,FA_TAG,DDM,DDM_TYPE,DDM_NAME,DDM_TEXT,DDM_PHOTO,CDBG,LWCF,WATER,MOWING,CORE_SERVICES,CartegraphID,ActBefore,City,ConditionGroup,County,CriticalityFactor,CurrentInspectionID,EstimatedCCI,EstimatedCCR,EstimatedOCI,EstimatedOCR,Installed,Jurisdiction,LocationDescription,Notes,PredictionGroup,Replaced,Retired,StateValue,Street,TotalCost,Acreage,Acreage_unit,ADACompliant,AddressNumber,Name1,OperationalDays,OperationalHours,Type1,CurrentInspectionDate,CurrentInspectionOCI,CurrentInspectionOCR,CurrentInspectionNotes,cgShape_Length,cgShape_Area,created_user,created_date,last_edited_user,last_edited_date,ZIP,ImpactFee,Account,Spraying,Trees,GlobalID,OBJECTID,Shape__Area,Shape__Length
Santa Cruz River Park North,,,East bank between W Speedway Bl and W St Marys Rd,Maintenance Responsibility,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,0,Santa Cruz River Park North,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,East bank between W Speedway Bl and W St Marys Rd,562.01,3.86,,0,,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,ea8e113e-1962-4f68-a8be-ba859d6e385f,42,168312.648132324,4758.67879409472
Bonita Mini Park,,,350 N Bonita Av,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,,,,,,,,,0,,,None,1,Bonita Mini Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,N Bonita Av,7760.79,0.73,,0,350,,,,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,87ccef59-978d-4585-83ae-8c9d2457bc0a,43,31957.8785095215,994.287785104933
Case Natural Resource Park,,1986,9851 E Kenyon Dr,Metro Park,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Case-Natural-Resource-Park,,,,,,,,0,1,Potable,Contractor All Inclusive,7,Case Natural Resource Park,1/1/2045 12:00:00 AM,Tucson,Park Sample,,1,,73.42,Good,61.4,Good,1/1/1986 12:00:00 AM,,,,Park Sample,,,,E Kenyon Dr,47453.61,53.02,,0,9851,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85748,C,6383,,,38e75762-7e89-417d-8948-9964da3aada9,44,2309674.37841797,7328.27168247295
El Rio Park,,1975,1390 W Speedway Bl,Metro Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/El-Rio-Park,,,,,,,,0,1,Potable,Contractor All Inclusive,3,El Rio Park,1/1/2034 12:00:00 AM,Tucson,Park Sample,,1,,52.8,Average,50.5,Average,1/1/1975 12:00:00 AM,,,,Park Sample,,,,W Speedway Bl,28977.51,115.38,,0,1390,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,e3078ccd-522d-4600-89cb-780eab88c44f,45,5025955.03201294,9564.21061828969
Todd M. Harris Sports Complex,Golf Links Sports Complex,1987,2400 S Craycroft Rd,Metro Park,4,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Todd-M.-Harris-Sports-Complex,,,1,Park Name,Todd M. Harris,,,0,,Potable and Reclaimed,Contractor Mow Only,7,Todd M. Harris Sports Complex,1/1/2046 12:00:00 AM,Tucson,Park Sample,,,,52.15,Average,62.4,Good,1/1/1987 12:00:00 AM,,,,Park Sample,,,,S Craycroft Rd,606737.42,49,,0,2400,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,C,6383,,,67833e48-011c-41e6-b995-280574fbd3cf,46,2134283.25183105,7073.11805721623
Greasewood Park,,1969,1075 N Greasewood Rd,Metro Park,1,1,Kennedy,COT Parks and Recreation and Tucson Water and Fire,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Greasewood-Park,,,0,,,,,0,1,Potable,None,7,Greasewood Park,1/1/2028 12:00:00 AM,Tucson,Park Sample,,1,,57.17,Average,44.4,Average,1/1/1969 12:00:00 AM,,,,Park Sample,,,,N Greasewood Rd,28844.02,152.12,,0,1075,,Daily,6 a.m.-7 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,fe291858-016e-4553-aa9a-27700da826ca,47,6626379.80853271,13575.8512311008
Jacobs Park,Del Norte Park,1957,3300 N Fairview Av,Metro Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Jacobs-Park,,,1,Park Name,Robert Jacobs,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Jacobs Park,1/1/2016 12:00:00 AM,Tucson,Park Sample,,,,63.55,Good,32.5,Fair,1/1/1957 12:00:00 AM,,,,Park Sample,,,,N Fairview Av,324057.23,47.95,,0,3300,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,c7fea4a9-2e6b-42bf-9eda-06df74d9f820,48,2088719.83401489,7871.08167065998
Joaquin Murrieta Park,Northwest District Park,1973,1400 N Silverbell Rd,Metro Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Joaquin-Murrieta-Park,,,1,Park Name,Joaquin Murrieta,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Joaquin Murrieta Park,1/1/2032 12:00:00 AM,Tucson,Park Sample,,,,71.68,Good,48.5,Average,1/1/1973 12:00:00 AM,,,,Park Sample,,,,N Silverbell Rd,216162.56,48.98,,0,1400,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,8b383c34-1542-494c-8047-e67056db6137,49,2133516.43945313,6521.7681317252
Morris K. Udall Park,Northeast Regional Park,1982,7290 E Tanque Verde Rd,Metro Park,2,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Morris-K-Udall-Park,,,1,Park Name,Morris K. Udall,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Morris K. Udall Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Tanque Verde Rd,653703.60999999,158.67,,0,7290,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85715,C,6383,,,5d6835a0-ee74-4d59-b30d-5663e27328f1,50,6911472.60848999,10754.3388053146
Silverlake Park,,2001,2420 S Kino Pw,Metro Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Silverlake-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Silverlake Park,1/1/2060 12:00:00 AM,Tucson,Park Sample,,1,,74.76,Good,76.4,Good,1/1/2001 12:00:00 AM,,,,Park Sample,,,,S Kino Pw,365508,51.13,,0,2420,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,9edc40a4-68dc-45dc-9013-6b5fa9f3589e,51,2227213.65093994,7569.61841806298
Rudy Garcia Park,Joe Garagiola's Rodeo Park,1915,5001 S Nogales Hy,Metro Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Rudy-Garcia-Park,,,1,Park Name,Rudy Garcia,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Rudy Garcia Park,1/1/1974 12:00:00 AM,Tucson,Park Sample,,1,,30.48,Fair,0,Failed,1/1/1915 12:00:00 AM,,,,Park Sample,,,,S Nogales Hy,422330.09,44.85,,0,5001,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,426e7491-449b-41d8-a932-ed04bdf1c249,52,1953716.44400024,6078.68247899254
Fort Lowell Park,,1957,2900 N Craycroft Rd,Metro Park,2,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Fort-Lowell-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Fort Lowell Park,1/1/2016 12:00:00 AM,Tucson,Park Sample,,1,,72.95,Good,32.4,Fair,1/1/1957 12:00:00 AM,,,,Park Sample,,,,N Craycroft Rd,613449.22,65.08,,0,2900,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85712,C,6383,,,e233a65a-08f5-4105-a7bc-d6781e6a2dd6,53,2834791.42590332,11309.6453373787
Christopher Franklin Carroll Centennial Park,Centennial Park,2/12/2016,1 W Paseo Redondo,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Centennial-Park,,,1,Park Name,Christopher Franklin Carroll,,,0,,Potable,Contractor All Inclusive,1,Christopher Franklin Carroll Centennial Park,2/12/2075 12:00:00 AM,Tucson,Park Sample,,1,,91.56,Excellent,91.6,Excellent,2/12/2016 12:00:00 AM,,,,Park Sample,,,,W Paseo Redondo,3757.8,0.09,,0,1,,Daily,7 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,8d1a0468-a46a-4098-98bc-f729a04aeca8,54,3708.07614135742,312.255637403622
Jardin Cesar Chavez,Five Points Park,1894,750 S Stone Av,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Jardin-Cesar-Chavez,,,1,Park Name,Cesar Chavez,,,0,,Potable,Contractor All Inclusive,1,Jardin Cesar Chavez,1/1/1953 12:00:00 AM,Tucson,Park Sample,,1,,0,Failed,0,Failed,1/1/1894 12:00:00 AM,,,,Park Sample,,,,S Stone Av,11481.24,0.13,,0,750,,Daily,7 a.m.-10 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,9321d2e5-3b62-4108-91cd-528488bfa186,55,5587.60684204102,363.718262485235
San Clemente Park,Cooper Longfellow Park,,3955 E Cooper St,Mini Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/San-Clemente-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,San Clemente Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E Cooper St,6338.9,0.31,,0,3955,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,aeadfb44-67f6-434c-9492-1e8661fb4d33,56,13680.7661743164,459.87232838019
Felix Lucero Park: Garden of Gethsemane,Garden of Gethsemane,1982,670 W Congress St,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Felix-Lucero-Park-Garden-of-Gethsemane,,,1,Park Name,Felix Lucero,,,0,,Potable,None,7,Felix Lucero Park: Garden of Gethsemane,1/1/2041 12:00:00 AM,Tucson,Park Sample,,1,,57.44,Average,57.4,Average,1/1/1982 12:00:00 AM,,,,Park Sample,,,,W Congress St,30858.09,0.69,,0,670,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,fb69c832-6e28-4b73-889c-df8b6b9c4512,57,29997.4737854004,699.683258656145
Grant and Campbell Park,,1966,1801 E Grant Rd,Mini Park,3,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Grant-and-Campbell-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Grant and Campbell Park,1/1/2025 12:00:00 AM,Tucson,Park Sample,,1,,41.45,Average,41.5,Average,1/1/1966 12:00:00 AM,,,,Park Sample,,,,E Grant Rd,9248.66,0.51,,0,1801,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6324,,,c43a6fc9-10e8-4faa-a4e1-4cc1ec37978e,58,22393.9295959473,653.455871067662
Keeling Desert Park,,2001,245 E Glenn St,Mini Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Keeling-Desert-Park,,,,,,,,0,,Potable,None,1,Keeling Desert Park,1/1/2060 12:00:00 AM,Tucson,Park Sample,,1,,44.59,Average,76.5,Good,1/1/2001 12:00:00 AM,,,,Park Sample,,,,E Glenn St,10664.02,0.35,,0,245,,Daily,7 a.m.-7 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,0681f082-e524-42aa-b5bb-5789e0ee75d5,59,15355.7989196777,495.984911401707
La Mariposa Park,Fairgrounds Park,1998,301 E Aviation Dr,Mini Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/La-Mariposa-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,La Mariposa Park,1/1/2057 12:00:00 AM,Tucson,Park Sample,,1,,69.65,Good,73.4,Good,1/1/1998 12:00:00 AM,,,,Park Sample,,,,E Aviation Dr,17604.17,0.46,,0,301,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,d21b0da5-fb93-42d8-ab3b-1a6eabb639ca,60,20050.4080505371,566.924317007406
Laguna Park,Balboa-Laguna Common Area,2009,267 W McFar Dr,Mini Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Laguna-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Laguna Park,1/1/2068 12:00:00 AM,Tucson,Park Sample,,,,60.33,Average,84.5,Excellent,1/1/2009 12:00:00 AM,,,,Park Sample,,,,W Mcfar Dr,11172.55,0.17,,0,267,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,c3e96aee-0c8a-47a9-8c97-a4bc0e332e6b,61,7619.47259521484,397.918026424095
Manuel Valenzuela Alvarez Park,"Mini Park #3, Alvarez Park",1971,758 W Calle Sierra,Mini Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Manuel-Valenzuela-Alvarez-Park,,,1,Park Name,Manuel Valenzuela Alvarez,,,0,,Potable,Contractor All Inclusive,1,Manuel Valenzuela Alvarez Park,1/1/2030 12:00:00 AM,Tucson,Park Sample,,1,,36.74,Fair,46.5,Average,1/1/1971 12:00:00 AM,,,,Park Sample,,,,W Calle Sierra,10654.93,0.21,,0,758,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,5283a878-34f2-42d1-bdf3-129253528087,62,9214.43731689453,391.836095129784
Parque de Orlando y Diego Mendoza,Eighteenth and Convent,2002,750 S Convent Av,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Parque-Mendoza,,,1,Park Name,Orlando and Diego Mendoza,,,0,,Potable,Contractor All Inclusive,1,Parque de Orlando y Diego Mendoza,1/1/2061 12:00:00 AM,Tucson,Park Sample,,1,,77.45,Good,77.5,Good,1/1/2002 12:00:00 AM,,,,Park Sample,,,,S Convent Av,4791.67,0.26,,0,750,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,97bb257d-8948-4d0d-9230-917ac17d5486,63,11274.8938598633,420.187085371567
Miramonte Park,,2004,901 N Richey Bl,Mini Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Miramonte-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Miramonte Park,1/1/2063 12:00:00 AM,Tucson,Park Sample,,1,,77.54,Good,79.5,Good,1/1/2004 12:00:00 AM,,,,Park Sample,,,,N Richey Bl,21638.52,0.59,,0,901,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85716,A,6383,,,1cb1e279-d64d-4b76-a422-fa7c96f759f1,64,25748.1257324219,670.77279394001
Riverview Park,Mini Park #5,1968,1600 N Yavapai St,Mini Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Riverview-Park,,,,,,,,0,,Potable,Contractor All Inclusive,3,Riverview Park,1/1/2027 12:00:00 AM,Tucson,Park Sample,,1,,58.69,Average,43.5,Average,1/1/1968 12:00:00 AM,,,,Park Sample,,,,N Yavapai St,19074.69,0.83,,0,1600,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,6ca04fae-efad-4ac5-9466-c5bcc6c75c33,65,36054.2292785645,767.834277066967
San Antonio Park,El Parque de la Gente,2002,502 S Santa Rita Av,Mini Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/San-Antonio-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,San Antonio Park,1/1/2061 12:00:00 AM,Tucson,Park Sample,,,,57.48,Average,77.5,Good,1/1/2002 12:00:00 AM,,,,Park Sample,,,,S Santa Rita Av,10021.01,0.72,,0,502,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,B,6324,,,48ce1842-99c0-4560-bbf3-d5e072abcbf5,66,31543.0625610352,717.721546235467
San Gabriel Park,Montecito Park,1939,4056 E Montecito St,Mini Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/San-Gabriel-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,San Gabriel Park,1/1/1998 12:00:00 AM,Tucson,Park Sample,,1,,14.45,Poor,14.5,Poor,1/1/1939 12:00:00 AM,,,,Park Sample,,,,E Montecito St,2873.09,0.47,,0,4056,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,7bb056d2-8cd8-417e-a5f6-3c98fcf087b9,67,20269.4461975098,708.287014231984
Seminole Park,,1974,1575 W Niagara St,Mini Park,1,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Seminole-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Seminole Park,1/1/2033 12:00:00 AM,Tucson,Park Sample,,1,,49.45,Average,49.5,Average,1/1/1974 12:00:00 AM,,,,Park Sample,,,,W Niagara St,7734.09,0.44,,0,1575,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,09bb4c3c-9b99-4aea-8de8-6507136483bf,68,19255.6369018555,777.972932095937
Street Scene Park,,1975,744 E 39th St,Mini Park,5,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Street-Scene-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Street Scene Park,1/1/2034 12:00:00 AM,Tucson,Park Sample,,1,,25.22,Fair,50.5,Average,1/1/1975 12:00:00 AM,,,,Park Sample,,,,E 39th St,9754.22,0.59,,0,744,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,fc571549-6ade-4dda-8c1e-98e8bc895c18,69,25713.0014038086,657.480188914038
Waverly Circle Park,,1946,2090 E Waverly St,Mini Park,6,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Waverly-Circle-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Waverly Circle Park,1/1/2005 12:00:00 AM,Tucson,Park Sample,,1,,21.45,Fair,21.5,Fair,1/1/1946 12:00:00 AM,,,,Park Sample,,,,E Waverly St,6672.25,0.54,,0,2090,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6383,,,1e15aa08-62c3-4062-b99f-a50320a74956,70,23682.2060852051,545.566152709422
Cherokee Park,,1973,1500 W Delaware St,Mini Park,1,1,Jacobs,COT Parks and Recreation and Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Cherokee-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Cherokee Park,1/1/2032 12:00:00 AM,Tucson,Park Sample,,1,,48.45,Average,48.5,Average,1/1/1973 12:00:00 AM,,,,Park Sample,,,,W Delaware St,7766.24,0.6,,0,1500,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6342,,,3b6ea6db-b390-459f-a7d9-3e80a5121511,71,26100.4622497559,831.658480834896
Alene Dunlap Smith Garden,,1985,335 N Granada Av,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Alene-Dunlap-Smith-Garden,,,1,Park Name,Alene Dunlap Smith,,,0,,Potable,Contractor All Inclusive,1,Alene Dunlap Smith Garden,1/1/2044 12:00:00 AM,Tucson,Park Sample,,1,,60.45,Average,60.5,Average,1/1/1985 12:00:00 AM,,Granada Av between St. Mary's Rd and Franklin St.,,Park Sample,,,,N Granada Av,4546.83,0.11,,0,335,,Daily,7 a.m.-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,B,6324,,,0a7057f2-b0d6-4d28-9fc6-ed5c53515005,72,4703.59475708008,274.634613341072
Rosendo S. Perez Park,,1975,424 S Main Av,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Rosendo-S-Perez-Park,,,1,Park Name,Rosendo S. Perez,,,0,,Potable,None,1,Rosendo S. Perez Park,1/1/2034 12:00:00 AM,Tucson,Park Sample,,1,,50.45,Average,50.5,Average,1/1/1975 12:00:00 AM,,,,Park Sample,,,,S Main Av,7020.26,0.46,,0,424,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,40862480-17eb-446c-ac89-eeaed1f838a7,73,19995.2469177246,569.352188292982
Plaza de la Mesilla,"La Placita Park, San Augustine Park",,123 W Broadway Bl,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Plaza-de-la-Mesilla,,,,,,,,0,,Potable,None,1,Plaza de la Mesilla,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,W Broadway Bl,23006.06,0.13,,0,123,,Closed During Construction,Closed During Construction,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,afe279d1-4f72-4d84-a347-85f5a570e12c,74,5725.35028076172,308.77770707985
El Parque de San Cosme,,2002,530 W Simpson St,Mini Park,1,2,Santa Rita,COT Fire,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/El-Parque-de-San-Cosme,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,1,El Parque de San Cosme,1/1/2061 12:00:00 AM,Tucson,Park Sample,,1,,73.56,Good,77.5,Good,1/1/2002 12:00:00 AM,,,,Park Sample,,,,W Simpson St,14749.37,0.79,,0,530,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,ede434f4-2484-4b64-8f25-1d8c1535e09d,75,34426.2213745117,1099.85408055298
Hoffman Mini Park,,1949,4899 E Melissa St,Mini Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Hoffman-Mini-Park,,,,,,,,0,,Potable,Contractor All Inclusive,0,Hoffman Mini Park,1/1/2008 12:00:00 AM,Tucson,Park Sample,,1,,59.66,Average,24.5,Fair,1/1/1949 12:00:00 AM,,,,Park Sample,,,,E Melissa St,843.16,0.07,,0,4899,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,46bd59f4-2ac2-4c1d-a480-4b1a561f1cd4,76,3005.0905456543,217.032872583422
